"","extinct","occurrences","NoSpecies","K_Numeric","Min_Numeric","C_Numeric","C_Cnumeric","S_Numeric","SC_Numeric","O_Numeric","T_Numeric","M_Numeric","R_Numeric","Re_Numeric","Phylum","MinD_Numeric","MaxD_Numeric","System_Numeric"
"Dacryomya",1,4,2,2,1,3,3.47,3,4.08,1,4,2,3,2,"Mollusca",2,2,1
"Tambanella",1,19,6,2,3,3,6.72,3,7.9,1,2,5,3,1,"Mollusca",1,4,3
"Lopha",0,29,4,2,4,4,14.72,4,17.32,3,2,5,3,1,"Mollusca",1,2,2
"Enantiostreon",0,5,3,2,4,4,14.72,4,17.32,3,2,5,3,1,"Mollusca",1,2,2
"Pteria2",0,128,7,2,4,4,21.25,4,25,2,2,5,3,1,"Mollusca",1,4,2
"Posidonia",0,75,11,2,3,4,26.97,4,31.73,2,2,4,3,1,"Mollusca",2,4,3
"Aviculopecten",0,40,14,2,4,4,25.59,4,30.1,3,2,4,3,1,"Mollusca",1,4,2
"Eumorphotis",0,169,15,2,4,4,22.89,4,26.93,2,2,5,3,1,"Mollusca",1,4,2
"Ornithopecten",0,11,3,2,4,4,17.85,4,21,2,2,5,3,1,"Mollusca",2,4,1
"Streblopteria",1,9,1,2,4,4,25.5,4,30,2,2,5,3,1,"Mollusca",1,4,3
"Entolium",0,55,6,2,4,4,29.74,4,34.99,2,2,3,3,1,"Mollusca",1,4,3
"Pernopecten",0,67,15,2,4,4,34,4,40,2,2,5,3,1,"Mollusca",1,4,3
"Scythentolium1",1,3,1,2,4,3,7.39,3,8.7,1,2,4,3,1,"Mollusca",2,2,1
"Scythentolium2",1,9,1,2,4,3,7.39,3,8.7,2,2,4,3,1,"Mollusca",2,2,1
"Euchondria",1,47,12,2,3,4,13.57,4,15.97,3,2,5,3,1,"Mollusca",1,4,3
"Etheripecten",1,43,5,2,3,4,13.57,4,15.97,3,2,5,3,1,"Mollusca",1,2,3
"Hunanopecten",1,80,4,2,3,4,19.93,4,23.45,2,2,5,3,1,"Mollusca",1,4,3
"Leptochondria",0,127,14,2,4,4,21.64,4,25.46,2,2,5,3,1,"Mollusca",1,4,3
"Palaeolima",0,74,19,2,4,4,21.33,4,25.1,2,2,5,3,1,"Mollusca",1,4,3
"Chlamys",0,39,3,2,4,4,16.39,4,19.29,3,2,3,3,1,"Mollusca",2,2,1
"Claraia",0,788,44,2,4,4,13.11,4,15.43,2,2,3,3,1,"Mollusca",1,4,3
"Guizhoupecten",1,31,6,2,4,4,10.92,4,12.85,2,2,5,3,1,"Mollusca",1,4,2
"Streblochondria",1,23,5,2,4,4,10.92,4,12.85,2,2,5,3,1,"Mollusca",1,2,3
"Bakevellia",0,83,12,2,4,4,12.75,4,15,2,3,5,3,1,"Mollusca",1,4,3
"Gervillaria",0,5,3,2,4,4,76.5,4,90,2,3,5,3,1,"Mollusca",2,2,1
"Gervillia",0,14,2,2,4,4,21.5,4,25.3,2,3,5,3,1,"Mollusca",2,2,1
"Hoernesia",0,6,3,2,4,3,5.83,3,6.85,2,3,5,3,1,"Mollusca",2,2,1
"Permoperna",1,13,3,2,4,4,15.3,4,18,2,3,5,3,1,"Mollusca",1,2,2
"Towapteria",0,94,8,2,4,4,17.67,4,20.78,2,3,5,3,1,"Mollusca",1,4,2
"Costatoria",0,19,6,2,1,4,14.45,4,17,3,4,3,3,1,"Mollusca",2,2,1
"Neoschizodus",0,88,6,2,1,3,2.69,3,3.16,1,4,3,3,1,"Mollusca",1,4,2
"Unionites",0,79,6,2,1,3,7.97,3,9.38,1,4,3,3,1,"Mollusca",1,2,2
"Ullmania",1,4,1,2,1,3,7.97,3,9.38,1,2,5,3,1,"Mollusca",2,4,2
"Paraceratites",0,15,5,2,1,3,3,4,10,3,1,1,3,3,"Mollusca",2,4,1
"Jieshaniceras",0,17,4,2,1,4,30.52,4,101.73,1,1,1,3,3,"Mollusca",2,4,1
"Pseudosageceras",0,8,1,2,1,3,9.86,4,32.86,1,1,1,3,3,"Mollusca",2,4,1
"Huananoceras1",1,39,4,2,1,4,11.02,4,36.74,1,1,1,3,3,"Mollusca",1,4,2
"Lytophiceras",0,41,4,2,1,4,13.38,4,44.6,1,1,1,3,3,"Mollusca",1,4,3
"Ophiceras",0,91,7,2,1,4,12.14,4,40.47,1,1,1,3,3,"Mollusca",1,4,2
"Otoceras",0,9,2,2,1,4,21,4,70,1,1,1,3,3,"Mollusca",2,4,1
"Paranorites",0,5,1,2,1,4,14.92,4,49.75,1,1,1,3,3,"Mollusca",2,4,1
"Longmenshanoceras",1,9,3,2,1,4,13.16,4,43.87,3,1,1,3,3,"Mollusca",1,4,2
"Pentagonoceras",1,18,5,2,1,3,8.7,4,29,3,1,1,3,3,"Mollusca",2,4,2
"Pleuronodoceras",0,110,18,2,1,4,15.37,4,51.23,3,1,1,3,3,"Mollusca",1,4,3
"Qianjiangoceras",1,15,2,2,1,3,5.63,4,18.76,3,1,1,3,3,"Mollusca",1,4,2
"Rotodiscoceras",1,34,7,2,1,4,15,4,50,3,1,1,3,3,"Mollusca",1,4,2
"Meekoceras",0,11,1,2,1,4,16.7,4,55.68,1,1,1,3,3,"Mollusca",4,4,1
"Clypeoceras",0,2,1,2,1,3,9,4,30,3,1,1,3,3,"Mollusca",2,2,1
"Chaotianoceras",1,6,5,2,1,3,8.7,4,29,3,1,1,3,3,"Mollusca",2,4,2
"Pachydiscoceras",1,9,4,2,1,3,5.88,4,19.6,3,1,1,3,3,"Mollusca",2,4,2
"Pernodoceras",1,33,8,2,1,4,13.16,4,43.87,3,1,1,3,3,"Mollusca",1,4,2
"Pseudotirolites",0,158,17,2,1,4,17.23,4,57.45,3,1,1,3,3,"Mollusca",1,4,3
"Pseudostephanites",1,14,4,2,1,4,12,4,40,3,1,1,3,3,"Mollusca",1,4,2
"Tapashanites",1,57,12,2,1,4,19.44,4,64.81,3,1,1,3,3,"Mollusca",1,4,2
"Glyptophiceras",1,4,1,2,1,4,14.07,4,46.9,3,1,1,3,3,"Mollusca",4,4,2
"Hypophiceras",0,30,6,2,1,4,14.07,4,46.9,3,1,1,3,3,"Mollusca",1,4,2
"Metophiceras1",0,6,3,2,1,4,12.14,4,40.47,1,1,1,3,3,"Mollusca",2,4,2
"Metophiceras3",1,3,1,2,1,4,12.14,4,40.47,3,1,1,3,3,"Mollusca",2,4,1
"Tompophiceras",1,5,2,2,1,4,18,4,60,3,1,1,3,3,"Mollusca",4,4,1
"Xenodiscus",1,20,1,2,1,3,6,4,20,3,1,1,3,3,"Mollusca",1,4,3
"Changhsingoceras",1,14,3,2,1,4,12.73,4,42.43,3,1,1,3,3,"Mollusca",1,4,2
"Pseudogastrioceras ",0,124,9,2,1,4,28.14,4,93.81,3,1,1,3,3,"Mollusca",1,4,3
"Michelinoceras",0,9,2,2,1,4,22.2,4,74,1,1,1,3,3,"Mollusca",1,2,2
"Lopingoceras3",0,30,1,2,1,4,19.5,4,65,3,1,1,3,3,"Mollusca",1,4,2
"Bellerophon",0,18,5,2,4,4,23.1,4,30,1,2,2,3,2,"Mollusca",1,4,2
"Dicellonema",0,9,3,2,4,3,5.43,3,7.05,2,2,2,3,2,"Mollusca",1,2,2
"Retispira",0,16,6,2,4,3,7.3,3,9.49,2,2,2,3,2,"Mollusca",1,2,2
"Stachella",0,2,2,2,4,3,5.43,3,7.05,1,2,2,3,2,"Mollusca",1,2,2
"Warthia",1,5,2,2,4,3,3.19,3,4.14,1,2,2,3,2,"Mollusca",2,2,1
"Euomphalus",0,2,1,2,4,3,5.33,3,6.93,3,2,2,3,2,"Mollusca",2,2,1
"Donaldina",1,5,2,2,1,3,1.82,3,2.37,1,2,2,3,3,"Mollusca",2,2,1
"Laxella",0,2,2,2,1,2,0.13,2,0.17,1,2,2,3,3,"Mollusca",2,2,1
"Streptacis2",0,8,2,2,1,2,0.23,2,0.3,2,2,2,3,3,"Mollusca",2,2,1
"Coelostylina",0,40,5,2,1,3,7.35,3,9.54,1,2,2,3,3,"Mollusca",2,2,1
"Dictyotomaria",0,6,3,2,1,3,6.04,3,7.85,2,2,2,3,3,"Mollusca",2,2,1
"Glabrocingulum1",1,5,1,2,1,3,1.88,3,2.45,1,2,2,3,3,"Mollusca",2,2,1
"Wannerispira",1,22,1,2,1,3,2.58,3,3.35,2,2,2,3,3,"Mollusca",2,2,1
"Polygyrina",0,15,6,2,1,4,10.19,4,13.23,1,2,3,3,3,"Mollusca",1,4,2
"Naticopsis",0,85,13,2,4,4,31.51,4,40.92,1,2,2,3,2,"Mollusca",1,3,2
"Vernelia",0,6,2,2,4,3,2.54,3,3.29,1,2,2,3,2,"Mollusca",2,2,1
"Neritaria",0,27,2,2,4,3,6.53,3,8.49,1,2,2,3,2,"Mollusca",2,2,1
"Palaeonarica",1,3,1,2,4,3,5.1,3,6.63,3,2,2,3,2,"Mollusca",2,2,1
"Platyzona2",0,8,4,2,1,3,3.77,3,4.9,2,2,2,3,2,"Mollusca",2,4,1
"Eucochlis",1,6,1,2,1,3,1.12,3,1.45,3,2,2,3,2,"Mollusca",2,2,1
"Worthenia",0,26,13,2,1,4,16.3,4,21.16,2,2,2,3,3,"Mollusca",2,2,1
"Prodentalium",0,4,2,2,1,3,4.02,3,4.9,2,3,2,1,2,"Mollusca",1,2,2
"Microconchus",0,40,4,2,3,2,0.64,2,0.8,1,2,5,3,2,"Mollusca",2,4,1
"Peronidella",1,9,2,1,2,4,50.66,4,70.36,1,2,5,3,1,"Porifera",1,2,2
"Colospongia",1,29,6,3,6,4,19.72,4,27.39,1,2,5,3,1,"Porifera",1,2,1
"Amblysiphonella",1,26,12,1,1,3,7.38,4,10.25,1,2,5,3,1,"Porifera",2,2,1
"Polycystocoelia",1,18,3,1,1,4,36,4,50,1,2,5,3,1,"Porifera",1,2,1
"Solenopora",0,21,3,1,2,2,0.72,3,1,1,2,5,3,1,"Porifera",2,2,1
"Parachaetetes",0,2,1,1,2,2,0.86,3,1.2,1,2,5,3,1,"Porifera",2,2,1
"Coelocladiella",1,9,3,3,6,1,0,4,0,1,2,5,3,1,"Porifera",5,0,1
"Disjectopora",1,12,4,1,1,4,10.08,4,14,1,2,5,3,1,"Porifera",2,2,1
"Tubiphytes",0,393,4,2,2,2,0.9,3,2,1,2,5,1,1,"Problematicum",2,4,1
"Albaillella",1,75,20,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Neoalbaillella",1,19,8,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Copicyntra",1,56,11,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Entactinia",1,59,13,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Hegleria",0,45,3,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Klaengspongus",1,25,3,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Megaporus",1,5,5,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Paracopicyntra",1,26,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Stigmosphaerostylus",1,19,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Trilonche",1,51,7,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Uberinterna",1,7,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Wuyia",1,12,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Triaenosphaera",1,29,8,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Palaeolithocyclia",1,16,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Paramphibrachium",1,4,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Provisocyntra",1,13,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Spongentactinia",1,2,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Cauletella",1,33,7,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Foremanhelena",1,25,4,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Ishigaum",1,62,9,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Triplanospongos",1,10,3,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Latentifistula",1,51,9,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Shangella",1,10,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Areolicaudatus",1,8,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Nazarovella",1,54,3,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Ormistonella",1,31,4,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Polyfistula",1,4,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Quadricaulis",1,13,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Grandetortura",1,10,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Octatormentum",1,5,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Tetragregnon",1,7,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Ruzhencevispongus",1,10,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Tormentum",1,6,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Bistarkum",1,8,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Archaeospongoprunum",1,10,4,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Copiellintra",1,8,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Tamonella",1,8,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Lithelius",1,9,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Paroertlispongus",0,20,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Ellipsocopicyntra",1,13,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Paurinella",1,8,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Tetrapaurinella",1,12,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Yujingella",1,4,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Copicyntroides",1,12,4,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",2,4,3
"Tetraspongodiscus",1,13,3,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Sinosphaera",1,6,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Trigonosphaera",1,7,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Kashiwara",1,8,1,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Copiconica",1,17,2,3,6,1,0,2,0,1,1,5,1,1,"Radiolaria",4,4,3
"Gymnocodium",1,34,4,2,1,3,1,3,1,1,2,5,1,1,"Rhodophyta",1,2,2
"Permocalculus",1,65,9,2,1,3,1,3,1,1,2,5,1,1,"Rhodophyta",1,4,2
