"","extinct","occurrences","NoSpecies","K_Numeric","Min_Numeric","C_Numeric","C_Cnumeric","S_Numeric","SC_Numeric","O_Numeric","T_Numeric","M_Numeric","R_Numeric","Re_Numeric","Phylum","MinD_Numeric","MaxD_Numeric","System_Numeric"
"Netschajewia",0,5,4,2,1,4,14.72,4,17.32,1,4,5,3,1,"Mollusca",1,2,2
"Permophorus",0,41,3,2,1,3,3.5,3,4.11,1,4,3,3,1,"Mollusca",1,2,2
"Stutchburia",0,14,3,2,1,3,4.16,3,4.9,1,4,5,3,1,"Mollusca",1,2,3
"Alula",0,2,1,2,1,4,19.93,4,23.45,1,4,3,3,1,"Mollusca",1,2,2
"Dyasmya",0,4,1,2,1,3,8.5,4,10,1,4,3,3,1,"Mollusca",1,2,2
"Sanguinolites",0,4,1,2,1,4,19.93,4,23.45,1,4,3,3,1,"Mollusca",1,2,2
"Wilkingia",0,16,7,2,1,4,19.93,4,23.45,2,4,3,3,1,"Mollusca",1,2,2
"Liebea",0,11,4,2,4,4,15.25,4,17.94,1,2,5,3,1,"Mollusca",1,2,2
"Myalina",0,6,2,2,4,3,4.82,3,5.67,2,2,5,3,1,"Mollusca",1,4,2
"Promytilus",0,11,2,2,4,3,2.12,3,2.49,1,2,5,3,1,"Mollusca",1,2,2
"Palaeoneilo",0,50,12,2,1,3,9.88,4,11.62,1,4,2,3,2,"Mollusca",1,4,3
"Phestia",0,18,5,2,1,3,8.06,3,9.49,1,4,2,3,2,"Mollusca",1,2,2
"Nuculopsis",0,31,8,2,1,3,6.8,3,8,1,4,2,3,2,"Mollusca",1,4,3
"Lopha",0,29,4,2,4,4,14.72,4,17.32,3,2,5,3,1,"Mollusca",1,2,2
"Enantiostreon",0,5,3,2,4,4,14.72,4,17.32,3,2,5,3,1,"Mollusca",1,2,2
"Leptodesma",0,13,4,2,1,4,14.72,4,17.32,2,2,5,3,1,"Mollusca",1,2,2
"Ptychopteria",0,4,1,2,1,4,14.72,4,17.32,2,2,5,3,1,"Mollusca",1,2,2
"Aviculopecten",0,40,14,2,4,4,25.59,4,30.1,3,2,4,3,1,"Mollusca",1,4,2
"Crenipecten",0,3,2,2,4,4,10.26,4,12.07,2,2,4,3,1,"Mollusca",1,1,2
"Paradoxipecten",0,18,5,2,4,4,28.45,4,33.47,2,2,5,3,1,"Mollusca",1,2,2
"Entolium",0,55,6,2,4,4,29.74,4,34.99,2,2,3,3,1,"Mollusca",1,4,3
"Pernopecten",0,67,15,2,4,4,34,4,40,2,2,5,3,1,"Mollusca",1,4,3
"Euchondria",0,47,12,2,3,4,13.57,4,15.97,3,2,5,3,1,"Mollusca",1,4,3
"Etheripecten",0,43,5,2,3,4,13.57,4,15.97,3,2,5,3,1,"Mollusca",1,2,3
"Girtypecten",0,12,5,2,3,4,25.14,4,29.58,3,2,5,3,1,"Mollusca",1,2,2
"Lima",0,3,3,2,4,4,21.33,4,25.1,2,2,5,3,1,"Mollusca",1,2,2
"Palaeolima",0,74,19,2,4,4,21.33,4,25.1,2,2,5,3,1,"Mollusca",1,4,3
"Acanthopecten",0,15,6,2,3,4,21.33,4,25.1,2,2,5,3,1,"Mollusca",1,2,2
"Pseudomonotis",0,9,4,2,4,4,13.17,4,15.49,2,2,5,3,1,"Mollusca",1,2,2
"Guizhoupecten",0,31,6,2,4,4,10.92,4,12.85,2,2,5,3,1,"Mollusca",1,4,2
"Streblochondria",0,23,5,2,4,4,10.92,4,12.85,2,2,5,3,1,"Mollusca",1,2,3
"Myonia",0,2,2,2,1,4,10.92,4,12.85,2,4,3,3,1,"Mollusca",1,2,2
"Edmondia",0,12,4,2,1,4,10.92,4,12.85,2,4,3,3,1,"Mollusca",1,2,2
"Pyramus",1,2,1,2,1,4,10.92,4,12.85,2,4,3,3,1,"Mollusca",2,2,1
"Chaenomya",0,2,1,2,1,4,10.92,4,12.85,2,4,3,3,1,"Mollusca",1,2,2
"Bakevellia",0,83,12,2,4,4,12.75,4,15,2,3,5,3,1,"Mollusca",1,4,3
"Permoperna",0,13,3,2,4,4,15.3,4,18,2,3,5,3,1,"Mollusca",1,2,2
"Towapteria",0,94,8,2,4,4,17.67,4,20.78,2,3,5,3,1,"Mollusca",1,4,2
"Ensipteria",0,14,5,2,4,4,14.45,4,17,1,2,5,3,1,"Mollusca",1,2,2
"Hayasakapecten",0,3,1,2,4,4,14.45,4,17,2,2,5,3,1,"Mollusca",1,1,2
"Solemya",0,5,2,2,1,4,20.82,4,24.49,1,4,5,3,1,"Mollusca",1,4,2
"Costatoria",0,19,6,2,1,4,14.45,4,17,3,4,3,3,1,"Mollusca",2,2,1
"Schizodus",0,22,11,2,1,4,26.23,4,30.85,1,4,3,3,1,"Mollusca",1,2,2
"Etoushanoceras",1,4,4,2,1,3,5.69,4,18.97,3,1,1,3,3,"Mollusca",4,4,1
"Jinjiangoceras",1,6,2,2,1,4,13.42,4,44.72,3,1,1,3,3,"Mollusca",1,4,2
"Konglingites",0,21,3,2,1,4,12.6,4,42,1,1,1,3,3,"Mollusca",2,4,3
"Prototoceras",1,4,2,2,1,4,10.39,4,34.64,1,1,1,3,3,"Mollusca",4,4,1
"Paraceratites",0,15,5,2,1,3,3,4,10,3,1,1,3,3,"Mollusca",2,4,1
"Jieshaniceras",0,17,4,2,1,4,30.52,4,101.73,1,1,1,3,3,"Mollusca",2,4,1
"Huananoceras1",0,39,4,2,1,4,11.02,4,36.74,1,1,1,3,3,"Mollusca",1,4,2
"Liuchengoceras",0,2,1,2,1,4,11.02,4,36.74,1,1,1,3,3,"Mollusca",1,4,2
"Mingyuexiaceras",0,20,4,2,1,4,18,4,60,3,1,1,3,3,"Mollusca",1,4,2
"Pseudostephanites",0,14,4,2,1,4,12,4,40,3,1,1,3,3,"Mollusca",1,4,2
"Sinoceltites",0,28,5,2,1,3,8.22,4,27.39,3,1,1,3,3,"Mollusca",1,4,2
"Tapashanites",0,57,12,2,1,4,19.44,4,64.81,3,1,1,3,3,"Mollusca",1,4,2
"Penglaites",0,8,3,2,1,4,19.5,4,65,3,1,1,3,3,"Mollusca",4,4,1
"Xenodiscus",0,20,1,2,1,3,6,4,20,3,1,1,3,3,"Mollusca",1,4,3
"Kanglingites",1,2,1,2,1,3,6,4,20,3,1,1,3,3,"Mollusca",4,4,1
"Pseudogastrioceras ",0,124,9,2,1,4,28.14,4,93.81,3,1,1,3,3,"Mollusca",1,4,3
"Parametacoceras",0,2,1,2,1,3,9,4,30,3,1,1,3,3,"Mollusca",1,1,2
"Metacoceras",1,2,1,2,1,4,15,4,50,1,1,1,3,3,"Mollusca",1,2,2
"Neotainoceras",0,8,5,2,1,4,15,4,50,1,1,1,3,3,"Mollusca",2,2,1
"Pleuronautilus",0,8,5,2,1,3,6.04,4,20.12,1,1,1,3,3,"Mollusca",2,4,1
"Tainoceras",0,18,4,2,1,4,16.5,4,55,3,1,1,3,3,"Mollusca",1,2,2
"Michelinoceras",0,9,2,2,1,4,22.2,4,74,1,1,1,3,3,"Mollusca",1,2,2
"Neocycloceras",0,2,1,2,1,3,8.4,4,28,3,1,1,3,3,"Mollusca",1,1,2
"Lopingoceras1",0,10,4,2,1,4,19.5,4,65,1,1,1,3,3,"Mollusca",1,2,2
"Lopingoceras3",0,30,1,2,1,4,19.5,4,65,3,1,1,3,3,"Mollusca",1,4,2
"Hongshuiheites",1,2,2,2,1,3,9,4,30,1,1,1,3,3,"Mollusca",4,4,1
"Bellerophon",0,18,5,2,4,4,23.1,4,30,1,2,2,3,2,"Mollusca",1,4,2
"Patellilabia",0,14,3,2,4,4,19.25,4,25,2,2,2,3,2,"Mollusca",2,2,1
"Ptychobellerophon",0,3,2,2,4,4,19.25,4,25,2,2,2,3,2,"Mollusca",2,2,2
"Retispira",0,16,6,2,4,3,7.3,3,9.49,2,2,2,3,2,"Mollusca",1,2,2
"Euphemites",0,14,5,2,4,4,18.22,4,23.66,1,2,2,3,2,"Mollusca",1,2,2
"Tropidodiscus",0,2,1,2,4,3,3.19,3,4.14,1,2,2,3,2,"Mollusca",1,1,2
"Donaldospira",0,3,1,2,1,3,1.19,3,1.55,2,2,2,3,3,"Mollusca",2,4,1
"Palaeostylus",0,11,4,2,1,3,2.67,3,3.46,3,2,2,3,3,"Mollusca",2,4,1
"Anomphalus2",0,3,2,2,1,3,2.43,3,3.16,2,2,2,3,2,"Mollusca",4,4,1
"Turbinilopsis",1,2,1,2,1,3,2.43,3,3.16,2,2,2,3,2,"Mollusca",2,2,2
"Araeonema",1,2,1,2,4,3,1.08,3,1.4,1,2,2,3,2,"Mollusca",2,2,2
"Streptacis2",0,8,2,2,1,2,0.23,2,0.3,2,2,2,3,3,"Mollusca",2,2,1
"Glabrocingulum1",0,5,1,2,1,3,1.88,3,2.45,1,2,2,3,3,"Mollusca",2,2,1
"Guizhouspira",0,16,5,2,1,4,10.78,4,14,2,2,2,3,3,"Mollusca",1,2,2
"Peruvispira",0,2,2,2,1,3,2.43,3,3.16,2,2,2,3,3,"Mollusca",1,2,2
"Manzanospira",0,6,2,2,1,3,2.53,3,3.29,2,2,2,3,3,"Mollusca",4,4,1
"Murchisonia",0,4,3,2,1,3,5.44,3,7.07,1,2,2,3,3,"Mollusca",2,2,2
"Orthonema",1,4,1,2,1,2,0.5,2,0.65,2,2,2,3,3,"Mollusca",2,2,1
"Cylindritopsis",0,11,3,2,1,4,13.55,4,17.6,1,2,2,3,3,"Mollusca",1,2,2
"Soleniscus",0,15,4,2,1,3,2.37,3,3.07,1,2,2,3,3,"Mollusca",2,4,2
"Strobeus",0,6,2,2,1,3,2.98,3,3.87,1,2,2,3,3,"Mollusca",2,4,1
"Dicosmos",1,2,1,2,1,3,2.54,3,3.29,1,2,2,3,2,"Mollusca",2,2,2
"Jedria",0,4,2,2,1,4,30.65,4,39.8,1,2,2,3,2,"Mollusca",1,2,2
"Naticopsis",0,85,13,2,1,4,31.51,4,40.92,1,2,2,3,2,"Mollusca",1,3,2
"Ananias2",1,5,1,2,1,3,7.02,3,9.11,2,2,2,3,2,"Mollusca",2,2,1
"Porcellia",0,3,2,2,1,3,2,3,2.6,3,2,2,3,2,"Mollusca",2,4,1
"Callitomaria",0,2,1,2,1,3,7.3,3,9.49,2,2,2,3,2,"Mollusca",5,0,1
"Goniasma",0,4,2,2,1,3,7.3,3,9.49,1,2,2,3,2,"Mollusca",2,4,1
"Girtyspira",0,3,2,2,1,2,0.6,2,0.77,2,2,2,3,2,"Mollusca",2,2,2
"Meekospira",0,8,2,2,1,3,4.22,3,5.48,1,2,2,3,2,"Mollusca",2,4,1
"Hyphantozyga",0,2,2,2,1,3,1.89,3,2.45,3,2,2,3,2,"Mollusca",2,4,1
"Pseudozygopleura",0,3,2,2,1,2,0.33,2,0.42,1,2,2,3,2,"Mollusca",2,2,2
"Dentalium",0,18,1,2,1,3,4.02,3,4.9,2,3,2,1,2,"Mollusca",1,2,2
"Prodentalium",0,4,2,2,1,3,4.02,3,4.9,2,3,2,1,2,"Mollusca",1,2,2
"Endostoma",0,2,1,1,2,4,50.66,4,70.36,1,2,5,3,1,"Porifera",2,2,1
"Peronidella",0,9,2,1,2,4,50.66,4,70.36,1,2,5,3,1,"Porifera",1,2,2
"Stellispongia",0,12,2,1,2,4,50.66,4,70.36,1,2,5,3,1,"Porifera",1,2,1
"Colospongia",0,29,6,3,6,4,19.72,4,27.39,1,2,5,3,1,"Porifera",1,2,1
"Parauvanella",0,36,5,1,1,2,0.64,2,0.89,1,2,5,3,1,"Porifera",1,2,1
"Subascosymplegma",0,11,3,1,1,4,19.72,4,27.39,1,2,5,3,1,"Porifera",2,2,1
"Sollasia",0,17,5,3,6,4,19.72,4,27.39,1,2,5,3,1,"Porifera",1,2,1
"Cystothalamia",0,10,2,3,6,3,5.39,3,7.48,1,2,5,3,1,"Porifera",2,2,1
"Imbricatocoelia",0,4,3,1,1,4,20.36,4,28.28,1,2,5,3,1,"Porifera",2,2,1
"Intrasporeocoelia",0,17,1,1,1,4,16.1,4,22.36,1,2,5,3,1,"Porifera",1,2,1
"Rhabdactinia",0,15,6,1,1,3,5.19,3,7.21,1,2,5,3,1,"Porifera",2,2,1
"Preperonidella",0,13,4,1,1,4,10.8,4,15,1,2,5,3,1,"Porifera",1,2,1
"Amblysiphonella",0,26,12,1,1,3,7.38,4,10.25,1,2,5,3,1,"Porifera",2,2,1
"Cystauletes",0,3,1,1,1,3,3.6,3,5,1,2,5,3,1,"Porifera",2,2,1
"Polycystocoelia",0,18,3,1,1,4,36,4,50,1,2,5,3,1,"Porifera",1,2,1
"Preverticillites",0,2,2,1,1,4,12.47,4,17.32,1,2,5,3,1,"Porifera",2,2,1
"Intratubospongia",0,3,1,1,1,4,50.66,4,70.36,1,2,5,3,1,"Porifera",2,2,1
"Coelocladiella",0,9,3,3,6,1,0,1,0,1,2,5,3,1,"Porifera",5,0,1
"Pseudomultistella",0,3,1,3,6,4,46.66,4,64.81,1,2,5,3,1,"Porifera",5,0,1
"Actinocoelia",0,2,1,3,6,4,46.66,4,64.81,1,2,5,3,1,"Porifera",5,0,1
"Tebagathalamia",0,6,2,3,6,4,19.72,4,27.39,1,2,5,3,1,"Porifera",2,2,1
"Disjectopora",0,12,4,1,1,4,10.08,4,14,1,2,5,3,1,"Porifera",2,2,1
"Radiotrabeculopora",0,6,3,1,1,4,50.66,4,70.36,1,2,5,3,1,"Porifera",2,2,1
"Shamovella",0,14,4,2,2,2,0.9,3,2,1,2,5,1,1,"Problematicum",1,2,2
"Albaillella",0,75,20,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Neoalbaillella",0,19,8,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Follicucullus",0,41,11,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Pseudoalbaillella",1,33,8,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Copicyntra",0,56,11,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Entactinia",0,59,13,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Entactinosphaera",0,14,6,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Hegleria",0,45,3,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Paracopicyntra",0,26,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Stigmosphaerostylus",0,19,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Trilonche",0,51,7,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Wuyia",0,12,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Haplentactinia",1,3,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,2
"Triaenosphaera",0,29,8,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Cauletella",0,33,7,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Foremanhelena",0,25,4,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Ishigaum",0,62,9,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Triplanospongos",0,10,3,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Latentibifistula",0,5,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Latentifistula",0,51,9,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Nazarovella",0,54,3,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Ormistonella",0,31,4,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Quadriremis",1,21,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Pseudotormentus",0,18,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Ruzhencevispongus",0,10,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Tormentum",0,6,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Gustefana",1,11,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,2
"Copiellintra",0,8,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Paroertlispongus",0,20,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Copicyntroides",0,12,4,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,3
"Spongotripus",1,13,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,4,2
"Deflandrella",1,3,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",2,2,1
"Kashiwara",0,8,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,3
"Staurolonche",1,12,2,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,2
"Enactinia",1,2,1,3,6,1,0,1,0,1,1,5,1,1,"Radiolaria",4,4,2
"Gymnocodium",0,34,4,2,1,3,1,3,1,1,2,5,1,1,"Rhodophyta",1,2,2
"Permocalculus",0,65,9,2,1,3,1,3,1,1,2,5,1,1,"Rhodophyta",1,4,2
"Archaeolithoporella",0,8,3,2,1,3,1,3,1,1,2,5,1,1,"Rhodophyta",2,2,1
